gene_identifier_upper,canonical_transcript,main
FLJ23637,ENST00000296792,False
ENST00000360876,ENST00000360876,True
ENSG00000106263,ENST00000360876,True
EIF3B,ENST00000360876,True
EIF3S9,ENST00000360876,False
PRT1,ENST00000360876,False
EIF3B,ENST00000360876,False
ENST00000341942,ENST00000341942,True
ENSG00000188186,ENST00000341942,True
LAMTOR4,ENST00000341942,True
C7ORF59,ENST00000341942,False
ENST00000348462,ENST00000348462,True
ENSG00000136942,ENST00000348462,True
RPL35,ENST00000348462,True
L35,ENST00000348462,False
ENST00000348367,ENST00000348367,True
ENSG00000119927,ENST00000348367,True
GPAM,ENST00000348367,True
KIAA1560,ENST00000348367,False
MGC26846,ENST00000348367,False
GPAT1,ENST00000348367,False
ENST00000427836,ENST00000427836,True
ENSG00000178385,ENST00000427836,True
PLEKHM3,ENST00000427836,True
PLEKHM1L,ENST00000427836,False
DAPR,ENST00000427836,False
ENST00000266126,ENST00000266126,True
ENSG00000119718,ENST00000266126,True
EIF2B2,ENST00000266126,True
EIF2B,ENST00000266126,False
EIF-2BBETA,ENST00000266126,False
ENST00000250457,ENST00000250457,True
ENSG00000129521,ENST00000250457,True
EGLN3,ENST00000250457,True
PHD3,ENST00000250457,False
HIFPH3,ENST00000250457,False
ENST00000305988,ENST00000305988,True
ENSG00000169252,ENST00000305988,True
ADRB2,ENST00000305988,True
ADRB2R,ENST00000305988,False
ADRBR,ENST00000305988,False
BAR,ENST00000305988,False
B2AR,ENST00000305988,False
ENST00000360403,ENST00000360403,True
ENSG00000070785,ENST00000360403,True
EIF2B3,ENST00000360403,True
EIF2BGAMMA,ENST00000360403,False
EIF-2B,ENST00000360403,False
ENST00000326195,ENST00000326195,True
ENSG00000204574,ENST00000326195,True
ABCF1,ENST00000326195,True
ABC50,ENST00000326195,False
EST123147,ENST00000326195,False
ENST00000410066,ENST00000410066,True
ENSG00000144331,ENST00000410066,True
ZNF385B,ENST00000410066,True
ZNF533,ENST00000410066,False
FLJ25270,ENST00000410066,False
ENST00000318006,ENST00000318006,True
ENSG00000166887,ENST00000318006,True
VPS39,ENST00000318006,True
KIAA0770,ENST00000318006,False
VAM6,ENST00000318006,False
ENST00000395571,ENST00000395571,True
ENSG00000165156,ENST00000395571,True
ZHX1,ENST00000395571,True
ENST00000429027,ENST00000429027,True
ENSG00000052126,ENST00000429027,True
PLEKHA5,ENST00000429027,True
PEPP2,ENST00000429027,False
KIAA1686,ENST00000429027,False
FLJ10667,ENST00000429027,False
ENST00000315436,ENST00000315436,True
ENSG00000176871,ENST00000315436,True
WSB2,ENST00000315436,True
SBA2,ENST00000315436,False
MGC10210,ENST00000315436,False
ENST00000338791,ENST00000338791,True
ENSG00000106348,ENST00000338791,True
IMPDH1,ENST00000338791,True
RP10,ENST00000338791,False
SWSS2608,ENST00000338791,False
LCA11,ENST00000338791,False
ENST00000398557,ENST00000398557,True
ENSG00000131504,ENST00000398557,True
DIAPH1,ENST00000398557,True
DFNA1,ENST00000398557,False
HDIA1,ENST00000398557,False
LFHL1,ENST00000398557,False
ENST00000222573,ENST00000222573,True
ENSG00000105855,ENST00000222573,True
ITGB8,ENST00000222573,True
ENST00000397558,ENST00000397558,True
ENSG00000135127,ENST00000397558,True
CCDC64,ENST00000397558,True
FLJ26450,ENST00000397558,False
ENST00000393346,ENST00000393346,True
ENSG00000073921,ENST00000393346,True
PICALM,ENST00000393346,True
CALM,ENST00000393346,False
CLTH,ENST00000393346,False
ENST00000543872,ENST00000543872,True
ENSG00000167447,ENST00000543872,True
SMG8,ENST00000543872,True
C17ORF71,ENST00000543872,False
FLJ10587,ENST00000543872,False
FLJ23205,ENST00000543872,False
ENST00000521389,ENST00000521389,True
ENSG00000113269,ENST00000521389,True
RNF130,ENST00000521389,True
GP,ENST00000521389,False
G1RZFP,ENST00000521389,False
GOLIATH,ENST00000521389,False
ENST00000394885,ENST00000394885,True
ENSG00000117906,ENST00000394885,True
RCN2,ENST00000394885,True
ERC-55,ENST00000394885,False
E6BP,ENST00000394885,False
ERC55,ENST00000394885,False
TCBP49,ENST00000394885,False
ENST00000233154,ENST00000233154,True
ENSG00000071051,ENST00000233154,True
NCK2,ENST00000233154,True
NCKBETA,ENST00000233154,False
ENST00000331677,ENST00000331677,True
ENSG00000111817,ENST00000331677,True
DSE,ENST00000331677,True
SART2,ENST00000331677,False
DSEPI,ENST00000331677,False
ENST00000351050,ENST00000351050,True
ENSG00000134183,ENST00000351050,True
GNAT2,ENST00000351050,True
ACHM4,ENST00000351050,False
ENST00000371097,ENST00000371097,True
ENSG00000196233,ENST00000371097,True
LCOR,ENST00000371097,True
MLR2,ENST00000371097,False
FLJ38026,ENST00000371097,False
KIAA1795,ENST00000371097,False
ENST00000409021,ENST00000409021,True
ENSG00000152969,ENST00000409021,True
JAKMIP1,ENST00000409021,True
MARLIN1,ENST00000409021,False
JAMIP1,ENST00000409021,False
GABABRBP,ENST00000409021,False
FLJ31564,ENST00000409021,False
ENST00000273541,ENST00000273541,True
ENSG00000240682,ENST00000273541,True
ISY1,ENST00000273541,True
KIAA1160,ENST00000273541,False
FSAP33,ENST00000273541,False
ENST00000358117,ENST00000358117,True
ENSG00000066382,ENST00000358117,True
MPPED2,ENST00000358117,True
C11ORF8,ENST00000358117,False
239FB,ENST00000358117,False
D11S302E,ENST00000358117,False
HS.46638,ENST00000358117,False
FAM1B,ENST00000358117,False
DJ873F21.1,ENST00000358117,False
DJ1024C24.1,ENST00000358117,False
ENST00000266987,ENST00000266987,True
ENSG00000139546,ENST00000266987,True
TARBP2,ENST00000266987,True
ENST00000399034,ENST00000399034,True
ENSG00000122545,ENST00000399034,True
SEPT7,ENST00000399034,True
CDC10,ENST00000399034,False
CDC3,ENST00000399034,False
SEPT7A,ENST00000399034,False
ENST00000519948,ENST00000519948,True
ENSG00000253719,ENST00000519948,True
ATXN7L3B,ENST00000519948,True
ENST00000263934,ENST00000263934,True
ENSG00000054523,ENST00000263934,True
KIF1B,ENST00000263934,True
CMT2A,ENST00000263934,False
CMT2,ENST00000263934,False
KIAA0591,ENST00000263934,False
KLP,ENST00000263934,False
HMSNII,ENST00000263934,False
ENST00000323397,ENST00000323397,True
ENSG00000181039,ENST00000323397,True
ANKRD34A,ENST00000323397,True
ANKRD34,ENST00000323397,False
ENST00000455511,ENST00000455511,True
ENSG00000196510,ENST00000455511,True
ANAPC7,ENST00000455511,True
APC7,ENST00000455511,False
ENST00000262013,ENST00000262013,True
ENSG00000008294,ENST00000262013,True
SPAG9,ENST00000262013,True
HSS,ENST00000262013,False
SYD1,ENST00000262013,False
KIAA0516,ENST00000262013,False
MGC14967,ENST00000262013,False
MGC74461,ENST00000262013,False
MGC117291,ENST00000262013,False
JLP,ENST00000262013,False
PHET,ENST00000262013,False
HLC4,ENST00000262013,False
PIG6,ENST00000262013,False
FLJ13450,ENST00000262013,False
FLJ14006,ENST00000262013,False
FLJ26141,ENST00000262013,False
FLJ34602,ENST00000262013,False
CT89,ENST00000262013,False
ENST00000339468,ENST00000339468,True
ENSG00000100027,ENST00000339468,True
YPEL1,ENST00000339468,True
ENST00000281631,ENST00000281631,True
ENSG00000151883,ENST00000281631,True
PARP8,ENST00000281631,True
FLJ21308,ENST00000281631,False
PART16,ENST00000281631,False
ENST00000529032,ENST00000529032,True
ENSG00000158636,ENST00000529032,True
C11ORF30,ENST00000529032,True
EMSY,ENST00000529032,False
ENST00000263125,ENST00000263125,True
ENSG00000065675,ENST00000263125,True
PRKCQ,ENST00000263125,True
ENST00000340437,ENST00000340437,True
ENSG00000149532,ENST00000340437,True
CPSF7,ENST00000340437,True
FLJ12529,ENST00000340437,False
ENST00000229416,ENST00000229416,True
ENSG00000001084,ENST00000229416,True
GCLC,ENST00000229416,True
GLCLC,ENST00000229416,False
GLCL,ENST00000229416,False
GCS,ENST00000229416,False
ENST00000258416,ENST00000258416,True
ENSG00000135930,ENST00000258416,True
EIF4E2,ENST00000258416,True
EIF4EL3,ENST00000258416,False
IF4E,ENST00000258416,False
4EHP,ENST00000258416,False
ENST00000340930,ENST00000340930,True
ENSG00000169398,ENST00000340930,True
PTK2,ENST00000340930,True
FAK,ENST00000340930,False
FADK,ENST00000340930,False
FAK1,ENST00000340930,False
PPP1R71,ENST00000340930,False
ENST00000261776,ENST00000261776,True
ENSG00000103043,ENST00000261776,True
VAC14,ENST00000261776,True
TAX1BP2,ENST00000261776,False
FLJ10305,ENST00000261776,False
ARPIKFYVE,ENST00000261776,False
ENST00000263056,ENST00000263056,True
ENSG00000107968,ENST00000263056,True
MAP3K8,ENST00000263056,True
COT,ENST00000263056,False
ESTF,ENST00000263056,False
TPL-2,ENST00000263056,False
EST,ENST00000263056,False
C-COT,ENST00000263056,False
MEKK8,ENST00000263056,False
ENST00000388922,ENST00000388922,True
ENSG00000139567,ENST00000388922,True
ACVRL1,ENST00000388922,True
ACVRLK1,ENST00000388922,False
ORW2,ENST00000388922,False
HHT2,ENST00000388922,False
ALK1,ENST00000388922,False
HHT,ENST00000388922,False
ENST00000371438,ENST00000371438,True
ENSG00000124813,ENST00000371438,True
RUNX2,ENST00000371438,True
CCD,ENST00000371438,False
CBFA1,ENST00000371438,False
CCD1,ENST00000371438,False
AML3,ENST00000371438,False
PEBP2A1,ENST00000371438,False
PEBP2AA1,ENST00000371438,False
ENST00000339877,ENST00000339877,True
ENSG00000157110,ENST00000339877,True
RBPMS,ENST00000339877,True
HERMES,ENST00000339877,False
ENST00000447411,ENST00000447411,True
ENSG00000139209,ENST00000447411,True
SLC38A4,ENST00000447411,True
PAAT,ENST00000447411,False
NAT3,ENST00000447411,False
ATA3,ENST00000447411,False
ENST00000237281,ENST00000237281,True
ENSG00000118496,ENST00000237281,True
FBXO30,ENST00000237281,True
MGC21674,ENST00000237281,False
FBX30,ENST00000237281,False
ENST00000465127,ENST00000465127,True
ENSG00000250349,ENST00000465127,True
TM4SF2,ENST00000465127,True
ENST00000301067,ENST00000301067,True
ENSG00000167548,ENST00000301067,True
KMT2D,ENST00000301067,True
TNRC21,ENST00000301067,False
MLL2,ENST00000301067,False
ALR,ENST00000301067,False
MLL4,ENST00000301067,False
CAGL114,ENST00000301067,False
ENST00000308595,ENST00000308595,True
ENSG00000173020,ENST00000308595,True
ADRBK1,ENST00000308595,True
GRK2,ENST00000308595,False
BARK1,ENST00000308595,False
ENST00000352645,ENST00000352645,True
ENSG00000100403,ENST00000352645,True
ZC3H7B,ENST00000352645,True
ROXAN,ENST00000352645,False
FLJ13787,ENST00000352645,False
DKFZP434K0920,ENST00000352645,False
KIAA1031,ENST00000352645,False
ENST00000256196,ENST00000256196,True
ENSG00000133818,ENST00000256196,True
RRAS2,ENST00000256196,True
TC21,ENST00000256196,False
ENST00000283006,ENST00000283006,True
ENSG00000153044,ENST00000283006,True
CENPH,ENST00000283006,True
ENST00000373510,ENST00000373510,True
ENSG00000160062,ENST00000373510,True
ZBTB8A,ENST00000373510,True
ZBTB8,ENST00000373510,False
BOZF1,ENST00000373510,False
FLJ90065,ENST00000373510,False
ZNF916A,ENST00000373510,False
ENST00000419880,ENST00000419880,True
ENSG00000104343,ENST00000419880,True
UBE2W,ENST00000419880,True
FLJ11011,ENST00000419880,False
ENST00000355703,ENST00000355703,True
ENSG00000197136,ENST00000355703,True
PCNXL3,ENST00000355703,True
FLJ22427,ENST00000355703,False
ENST00000403263,ENST00000403263,True
ENSG00000114933,ENST00000403263,True
INO80D,ENST00000403263,True
FLJ20309,ENST00000403263,False
ENST00000268717,ENST00000268717,True
ENSG00000141030,ENST00000268717,True
COPS3,ENST00000268717,True
SGN3,ENST00000268717,False
CSN3,ENST00000268717,False
ENST00000307839,ENST00000307839,True
ENSG00000174748,ENST00000307839,True
RPL15,ENST00000307839,True
RPL10,ENST00000307839,False
RPLY10,ENST00000307839,False
RPYL10,ENST00000307839,False
EC45,ENST00000307839,False
L15,ENST00000307839,False
ENST00000257013,ENST00000257013,True
ENSG00000134590,ENST00000257013,True
FAM127A,ENST00000257013,True
CXX1,ENST00000257013,False
MART8,ENST00000257013,False
MAR8,ENST00000257013,False
MAR8C,ENST00000257013,False
ENST00000355467,ENST00000355467,True
ENSG00000243943,ENST00000355467,True
ZNF512,ENST00000355467,True
KIAA1805,ENST00000355467,False
ENST00000253159,ENST00000253159,True
ENSG00000130856,ENST00000253159,True
ZNF236,ENST00000253159,True
ENST00000304636,ENST00000304636,True
ENSG00000168542,ENST00000304636,True
COL3A1,ENST00000304636,True
EDS4A,ENST00000304636,False
ENST00000296499,ENST00000296499,True
ENSG00000164100,ENST00000296499,True
NDST3,ENST00000296499,True
HSST3,ENST00000296499,False
ENST00000378688,ENST00000378688,True
ENSG00000102468,ENST00000378688,True
HTR2A,ENST00000378688,True
HTR2,ENST00000378688,False
5-HT2A,ENST00000378688,False
ENST00000367001,ENST00000367001,True
ENSG00000170385,ENST00000367001,True
SLC30A1,ENST00000367001,True
ZNT1,ENST00000367001,False
ZRC1,ENST00000367001,False
ENST00000264424,ENST00000264424,True
ENSG00000061918,ENST00000264424,True
GUCY1B3,ENST00000264424,True
GUC1B3,ENST00000264424,False
GC-SB3,ENST00000264424,False
GC-S-BETA-1,ENST00000264424,False
ENST00000396801,ENST00000396801,True
ENSG00000126746,ENST00000396801,True
ZNF384,ENST00000396801,True
TNRC1,ENST00000396801,False
CAGH1A,ENST00000396801,False
CIZ,ENST00000396801,False
NMP4,ENST00000396801,False
NP,ENST00000396801,False
ENST00000311268,ENST00000311268,True
ENSG00000250510,ENST00000311268,True
GPR162,ENST00000311268,True
ENST00000255006,ENST00000255006,True
ENSG00000132669,ENST00000255006,True
RIN2,ENST00000255006,True
RASSF4,ENST00000255006,False
ENST00000375370,ENST00000375370,True
ENSG00000198176,ENST00000375370,True
TFDP1,ENST00000375370,True
DP-1,ENST00000375370,False
DRTF1,ENST00000375370,False
DP1,ENST00000375370,False
ENST00000394670,ENST00000394670,True
ENSG00000010244,ENST00000394670,True
ZNF207,ENST00000394670,True
ENST00000225388,ENST00000225388,True
ENSG00000108256,ENST00000225388,True
NUFIP2,ENST00000225388,True
KIAA1321,ENST00000225388,False
MGC117262,ENST00000225388,False
PIG1,ENST00000225388,False
182-FIP,ENST00000225388,False
FIP-82,ENST00000225388,False
82-FIP,ENST00000225388,False
ENST00000336078,ENST00000336078,True
ENSG00000074657,ENST00000336078,True
ZNF532,ENST00000336078,True
FLJ10697,ENST00000336078,False
ENST00000409947,ENST00000409947,True
ENSG00000169967,ENST00000409947,True
MAP3K2,ENST00000409947,True
MEKK2,ENST00000409947,False
MEKK2B,ENST00000409947,False
ENST00000375980,ENST00000375980,True
ENSG00000142634,ENST00000375980,True
EFHD2,ENST00000375980,True
MGC4342,ENST00000375980,False
ENST00000339399,ENST00000339399,True
ENSG00000136938,ENST00000339399,True
ANP32B,ENST00000339399,True
SSP29,ENST00000339399,False
PHAPI2,ENST00000339399,False
APRIL,ENST00000339399,False
ENST00000269886,ENST00000269886,True
ENSG00000141985,ENST00000269886,True
SH3GL1,ENST00000269886,True
SH3P8,ENST00000269886,False
SH3D2B,ENST00000269886,False
CNSA1,ENST00000269886,False
EEN,ENST00000269886,False
MGC111371,ENST00000269886,False
ENST00000313005,ENST00000313005,True
ENSG00000186318,ENST00000313005,True
BACE1,ENST00000313005,True
BACE,ENST00000313005,False
ENST00000475390,ENST00000475390,True
ENSG00000121871,ENST00000475390,True
SLITRK3,ENST00000475390,True
KIAA0848,ENST00000475390,False
ENST00000247271,ENST00000247271,True
ENSG00000126861,ENST00000247271,True
OMG,ENST00000247271,True
OMGP,ENST00000247271,False
ENST00000296533,ENST00000296533,True
ENSG00000164128,ENST00000296533,True
NPY1R,ENST00000296533,True
NPYR,ENST00000296533,False
ENST00000361719,ENST00000361719,True
ENSG00000152822,ENST00000361719,True
GRM1,ENST00000361719,True
GPRC1A,ENST00000361719,False
MGLU1,ENST00000361719,False
MGLUR1,ENST00000361719,False
ENST00000598441,ENST00000598441,True
ENSG00000104852,ENST00000598441,True
SNRNP70,ENST00000598441,True
RNPU1Z,ENST00000598441,False
RPU1,ENST00000598441,False
SNRP70,ENST00000598441,False
U1-70K,ENST00000598441,False
SNP1,ENST00000598441,False
ENST00000304979,ENST00000304979,True
ENSG00000171960,ENST00000304979,True
PPIH,ENST00000304979,True
USA-CYP,ENST00000304979,False
CYP-20,ENST00000304979,False
SNUCYP-20,ENST00000304979,False
CYPH,ENST00000304979,False
MGC5016,ENST00000304979,False
ENST00000306078,ENST00000306078,True
ENSG00000171126,ENST00000306078,True
KCNG3,ENST00000306078,True
KV6.3,ENST00000306078,False
ENST00000284719,ENST00000284719,True
ENSG00000138430,ENST00000284719,True
OLA1,ENST00000284719,True
GTPBP9,ENST00000284719,False
PTD004,ENST00000284719,False
ENST00000266744,ENST00000266744,True
ENSG00000139352,ENST00000266744,True
ASCL1,ENST00000266744,True
ASH1,ENST00000266744,False
HASH1,ENST00000266744,False
BHLHA46,ENST00000266744,False
ENST00000377291,ENST00000377291,True
ENSG00000113749,ENST00000377291,True
HRH2,ENST00000377291,True
ENST00000556710,ENST00000556710,True
ENSG00000258465,ENST00000556710,True
DCAF8,ENST00000556710,True
ENST00000325006,ENST00000325006,True
ENSG00000158467,ENST00000325006,True
AHCYL2,ENST00000325006,True
KIAA0828,ENST00000325006,False
ENST00000260983,ENST00000260983,True
ENSG00000138411,ENST00000260983,True
HECW2,ENST00000260983,True
KIAA1301,ENST00000260983,False
NEDL2,ENST00000260983,False
ENST00000378993,ENST00000378993,True
ENSG00000169306,ENST00000378993,True
IL1RAPL1,ENST00000378993,True
IL1RAPL,ENST00000378993,False
MRX34,ENST00000378993,False
MRX21,ENST00000378993,False
MRX10,ENST00000378993,False
OPHN4,ENST00000378993,False
TIGIRR-2,ENST00000378993,False
IL1R8,ENST00000378993,False
ENST00000394334,ENST00000394334,True
ENSG00000134602,ENST00000394334,True
MST4,ENST00000394334,True
ENST00000215862,ENST00000215862,True
ENSG00000133422,ENST00000215862,True
MORC2,ENST00000215862,True
ZCWCC1,ENST00000215862,False
ZCW3,ENST00000215862,False
KIAA0852,ENST00000215862,False
AC004542.C22.1,ENST00000215862,False
ENST00000399916,ENST00000399916,True
ENSG00000020633,ENST00000399916,True
RUNX3,ENST00000399916,True
CBFA3,ENST00000399916,False
AML2,ENST00000399916,False
PEBP2A3,ENST00000399916,False
ENST00000370440,ENST00000370440,True
ENSG00000122482,ENST00000370440,True
ZNF644,ENST00000370440,True
KIAA1221,ENST00000370440,False
BM-005,ENST00000370440,False
MGC60165,ENST00000370440,False
MGC70410,ENST00000370440,False
